Payee Name,Agency,Zip Code,Amount,Payment Description
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,11.9,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.94,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,177,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,460.53,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.94,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,323.4,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,124.55,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,449.44,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,241.51,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,64.34,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,146.04,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,323.4,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,187.4,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,441.58,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,134.94,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,169.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,256.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,203.59,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,203.59,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,304.58,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,209.43,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,323.4,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,169.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,169.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,480.03,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,243.01,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.49,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,54.63,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,POLICE,20785,11.9,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.94,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,87.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,75.66,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.94,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.94,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,134.94,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,327.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,70.05,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,70.05,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,93.15,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,70.05,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,169.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,169.6,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,418.48,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,162.75,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,408.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,138.03,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,43.91,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,49.45,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,134.94,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,11.22,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,17.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,17.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,162.75,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,408.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,73.7,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,114.14,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,195.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,83.85,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,18.98,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,18.98,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,18.98,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,18.98,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,40.84,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,17.72,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,17.72,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,17.72,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.08,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,18.98,OTHER OPERATING SUPPLIES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,22.73,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,2.31,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,340.39,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,201.87,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,201.87,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,201.87,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,245.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,8.16,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,ENVIRONMENT,20785,201.87,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,251.86,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,340.09,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,325.12,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,51.54,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,30.44,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,5.52,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,30.44,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,51.54,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,67.16,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,55.41,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,30.44,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,33.74,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,201.87,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,16.67,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,POLICE,20785,5.1,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,2.88,OTHER OPERATING SUPPLIES
UNIFIRST,HEALTH,20785,4.76,OTHER OPERATING CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,17.22,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,808.81,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,ENVIRONMENT,20785,203.59,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,HEALTH,20785,9.04,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,126.93,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,38.21,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,31.35,Bank A A/C02 Notified goodwill - Counterparty-
UNIFIRST,CENTRAL SERVICES,20785,121.32,Bank A A/C02 Notified goodwill - Counterparty-
